ho_so_id,ref_id,ten_chu_ho_so,val_02,loai_ho_so,co_quan_tiep_nhan,ngay_nop,han_giai_quyet,trang_thai_xu_ly,ext_info,code_x,so_bao_hiem,phi_ho_so,nhan_vien_xu_ly,dia_chi_lien_lac,meta_addr,so_ho_khau,kenh_tiep_nhan,ket_qua_xu_ly,updated_at
ADM-600787,080199267829,Phan Quốc Hà,0567040605,Chứng minh nhân dân,UBND Huyện Gia Lâm,2023-04-04,2023-04-12,Hoàn thành,phan.quoc.ha477@gmail.com,080199267829,1874707802,0,NV-551190,"288 Cách Mạng Tháng 8, Phường Nam Hòa, TX. Quảng Yên, Quảng Ninh","35 Bà Triệu, Phường Phả Lại, TP. Chí Linh, Hải Dương",062/758964,Qua đại lý,Đang xem xét,2024-10-09
ADM-688365,072069634869,Lê Văn Xuân,0849645729,Hộ chiếu,UBND Quận Bình Thạnh,2021-04-02,2021-05-15,Hoàn thành,le.van.xuan896@protonmail.com,072069634869,9547523177,0,NV-831234,"130 Võ Thị Sáu, Phường Lê Mao, TP. Vinh, Nghệ An","382 Nguyễn Trãi, Phường Đông Thành, TP. Ninh Bình, Ninh Bình",058/233486,Qua đại lý,Chấp thuận,2022-07-12
ADM-287436,087281239660,Lê Minh Nga,0795806345,Giấy phép xây dựng,Sở Tư pháp TP.HCM,2022-06-09,2022-06-22,Từ chối,le.minh.nga57@gmail.com,087281239660,3168555325,100000,NV-969688,"245 Bà Triệu, Phường Đông Xuyên, TP. Long Xuyên, An Giang","375 Võ Thị Sáu, Thị trấn An Dương, Huyện An Dương, Hải Phòng",006/682750,Bưu điện,Chấp thuận,2024-12-22
ADM-958710,083090104250,Phan Quốc Thảo,0562035343,Hộ chiếu,Sở Tư pháp TP.HCM,2021-10-09,2021-10-26,Chờ bổ sung hồ sơ,phan.quoc.thao836@gmail.com,083090104250,6120560000,200000,NV-664933,"183 Nam Kỳ Khởi Nghĩa, Phường Vĩnh Mỹ, TP. Châu Đốc, An Giang","149 Hai Bà Trưng, Phường Bình Chuẩn, Huyện Thuận An, Bình Dương",036/425081,Online,Đang xem xét,2022-06-16
ADM-272519,075065345186,Dương Minh An,0976394646,Giấy phép xây dựng,UBND TP. Hà Nội,2023-10-15,2023-12-04,Từ chối,duong.minh.an154@hotmail.com,075065345186,7546896496,100000,NV-624704,"373 Cách Mạng Tháng 8, Phường Bình Chuẩn, Huyện Thuận An, Bình Dương","91 Võ Thị Sáu, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",084/443389,Bưu điện,Từ chối,2023-11-13
ADM-342785,037083438748,Lý Anh Nga,0792628675,Đăng ký kết hôn,UBND Quận 1,2022-08-27,2022-09-03,Đang xử lý,ly.anh.nga449@gmail.com,037083438748,1436772702,50000,NV-188779,"334 Lê Văn Sỹ, Phường Bình Chuẩn, Huyện Thuận An, Bình Dương","71 Hoàng Văn Thụ, Xã Hùng Sơn, Huyện Đại Từ, Thái Nguyên",074/722997,Qua đại lý,Từ chối,2024-01-23
ADM-823478,024062183418,Trần Xuân Bình,0903463124,Hộ chiếu,Sở Tư pháp Hà Nội,2023-12-19,2024-01-20,Chờ bổ sung hồ sơ,tran.xuan.binh999@hotmail.com,024062183418,4029143041,0,NV-578633,"413 Nguyễn Huệ, Xã Đồng Lạc, Huyện Nam Sách, Hải Dương","10 Lê Lợi, Xã Đặng Xá, Huyện Gia Lâm, Hà Nội",019/738673,Bưu điện,Chấp thuận,2023-01-22
ADM-794355,087194697105,Lê Văn Toàn,0776761765,Giấy phép lái xe,UBND Huyện Gia Lâm,2023-04-27,2023-06-08,Đang xử lý,le.van.toan196@protonmail.com,087194697105,8489094814,50000,NV-366148,"473 Hoàng Diệu, Xã Thủy Thanh, TX. Hương Thủy, Thừa Thiên Huế","286 Võ Thị Sáu, Xã Ninh Giang, Huyện Hoa Lư, Ninh Bình",044/123008,Online,Chấp thuận,2024-06-26
ADM-397609,012091460522,Ngô Thị Phúc,0855930136,Giấy phép xây dựng,Sở Kế hoạch và Đầu tư Hà Nội,2023-10-12,2023-10-31,Chờ bổ sung hồ sơ,ngo.thi.phuc704@hotmail.com,012091460522,1268318477,0,NV-766694,"64 Lê Lợi, Phường Trần Phú, TP. Hải Dương, Hải Dương","171 Đinh Tiên Hoàng, Xã Diễn Thành, Huyện Diễn Châu, Nghệ An",079/174670,Trực tiếp,Đang xem xét,2024-11-12
ADM-676051,086363176894,Hồ Phương Linh,0917914484,Đăng ký kinh doanh,UBND Quận 1,2023-08-05,2023-08-26,Từ chối,ho.phuong.linh930@protonmail.com,086363176894,5139503394,200000,NV-852704,"189 Hoàng Văn Thụ, Phường Hiệp Thành, TP. Thủ Dầu Một, Bình Dương","287 Trường Chinh, Phường Lê Mao, TP. Vinh, Nghệ An",002/300617,Bưu điện,Từ chối,2022-11-01
ADM-311767,038081608086,Bùi Thùy Giang,0589203611,Đăng ký kinh doanh,Sở Tư pháp Hà Nội,2024-02-13,2024-04-11,Chờ bổ sung hồ sơ,bui.thuy.giang29@gmail.com,038081608086,8774126961,50000,NV-518956,"220 Phan Đình Phùng, Phường Dương Đông, TP. Phú Quốc, Kiên Giang","410 Nguyễn Văn Cừ, Phường Cầu Tre, Quận Ngô Quyền, Hải Phòng",084/389032,Bưu điện,Chấp thuận,2023-04-18
ADM-871950,031167120406,Đỗ Thị Mai,0369506816,Giấy phép lái xe,Sở Kế hoạch và Đầu tư Hà Nội,2024-03-02,2024-04-26,Từ chối,do.thi.mai350@outlook.com,031167120406,8518463327,50000,NV-384539,"473 Nguyễn Trãi, Phường Lam Sơn, TP. Thanh Hóa, Thanh Hóa","201 Phạm Văn Đồng, Phường An Phú, Huyện Thuận An, Bình Dương",017/950267,Online,Chấp thuận,2023-11-13
ADM-299075,030075801757,Dương Đức Lan,0976646232,Đăng ký kinh doanh,UBND Quận Hoàn Kiếm,2021-04-12,2021-05-16,Từ chối,duong.duc.lan503@yahoo.com,030075801757,1222541675,200000,NV-924780,"357 Trường Chinh, Xã Đặng Cương, Huyện An Dương, Hải Phòng","413 Nguyễn Huệ, Phường An Khánh, Quận Ninh Kiều, Cần Thơ",022/570673,Bưu điện,Đang xem xét,2022-07-29
ADM-745701,051301867729,Đỗ Anh Long,0776355067,Ly hôn,Sở Kế hoạch và Đầu tư Hà Nội,2023-03-07,2023-03-29,Hoàn thành,do.anh.long185@hotmail.com,051301867729,6238799016,0,NV-687026,"115 Phạm Văn Đồng, Phường An Biên, Quận Lê Chân, Hải Phòng","361 Tô Hiến Thành, Phường Suối Hoa, TP. Bắc Ninh, Bắc Ninh",024/702566,Trực tiếp,Từ chối,2024-03-15
ADM-909385,035276941186,Bùi Minh Uyên,0822892894,Đăng ký kinh doanh,UBND Quận 1,2024-08-04,2024-08-22,Đang xử lý,bui.minh.uyen838@outlook.com,035276941186,5765609896,0,NV-941865,"260 Võ Thị Sáu, Phường Ngọc Trạo, TP. Thanh Hóa, Thanh Hóa","281 Hoàng Diệu, Phường Nghi Hòa, TX. Cửa Lò, Nghệ An",068/781590,Qua đại lý,Từ chối,2024-04-18
ADM-114264,089169966073,Lý Thùy Quân,0791485766,Giấy phép xây dựng,UBND Huyện Gia Lâm,2024-10-15,2024-10-29,Hoàn thành,ly.thuy.quan54@protonmail.com,089169966073,7557408889,200000,NV-722137,"232 Bà Triệu, Xã Bắc Sơn, Huyện Trảng Bom, Đồng Nai","316 Tô Hiến Thành, Phường Bách Quang, TP. Sông Công, Thái Nguyên",025/514699,Bưu điện,Từ chối,2023-09-09
ADM-520820,072263511975,Dương Thành Lan,0569326363,Khai sinh,UBND Quận Hoàn Kiếm,2021-07-12,2021-08-21,Đang xử lý,duong.thanh.lan674@outlook.com,072263511975,2439048075,0,NV-668569,"210 Lê Lợi, Phường Tân Định, Quận 1, TP. Hồ Chí Minh","174 Hai Bà Trưng, Phường An Tảo, TP. Hưng Yên, Hưng Yên",079/226199,Qua đại lý,Chấp thuận,2024-07-25
ADM-746386,067367739334,Hồ Hữu Tuấn,0784273433,Giấy phép lái xe,UBND Huyện Gia Lâm,2023-03-16,2023-04-02,Hoàn thành,ho.huu.tuan935@yahoo.com,067367739334,9018366257,100000,NV-659032,"380 Trường Chinh, Phường Hố Nai, TP. Biên Hòa, Đồng Nai","139 Hai Bà Trưng, Phường Thuận Hòa, TP. Huế, Thừa Thiên Huế",048/544191,Qua đại lý,Đang xem xét,2024-08-14
ADM-284010,051362162745,Lý Trung Toàn,0931855428,Hộ chiếu,UBND Quận Hoàn Kiếm,2022-03-03,2022-04-11,Chờ bổ sung hồ sơ,ly.trung.toan273@protonmail.com,051362162745,8422382884,0,NV-991768,"499 Nguyễn Huệ, Phường Bắc Sơn, TP. Sầm Sơn, Thanh Hóa","376 Phan Đình Phùng, Phường Quảng Tiến, TP. Sầm Sơn, Thanh Hóa",040/282020,Bưu điện,Đang xem xét,2023-04-21
ADM-893028,024068478976,Trần Thành Linh,0352151727,Khai sinh,UBND Quận Bình Thạnh,2022-02-12,2022-03-13,Đang xử lý,tran.thanh.linh243@protonmail.com,024068478976,7925364342,50000,NV-355223,"263 Hai Bà Trưng, Phường Hưng Bình, TP. Vinh, Nghệ An","322 Nguyễn Văn Cừ, Xã Đại Đồng, Huyện Văn Lâm, Hưng Yên",068/661145,Qua đại lý,Từ chối,2023-09-26
ADM-572329,027072392506,Dương Xuân Việt,0799657835,Chứng minh nhân dân,UBND Quận Hoàn Kiếm,2022-04-23,2022-05-26,Đang xử lý,duong.xuan.viet389@gmail.com,027072392506,7901708153,0,NV-268314,"79 Trần Phú, Phường Thanh Bình, TP. Ninh Bình, Ninh Bình","79 Nguyễn Trãi, Phường Phùng Chí Kiên, TX. Mỹ Hào, Hưng Yên",060/196017,Online,Chấp thuận,2024-01-07
ADM-345579,051194807039,Ngô Ngọc Sơn,0326349689,Đăng ký kết hôn,UBND Huyện Gia Lâm,2023-07-02,2023-08-22,Đang xử lý,ngo.ngoc.son1@protonmail.com,051194807039,5071610978,0,NV-728990,"63 Hai Bà Trưng, Phường Hòa Quý, Quận Ngũ Hành Sơn, Đà Nẵng","287 Hoàng Diệu, Phường Hố Nai, TP. Biên Hòa, Đồng Nai",058/700255,Online,Từ chối,2022-01-13
ADM-332382,064195227041,Nguyễn Trung Uyên,0367295468,Đăng ký kết hôn,Sở Tư pháp TP.HCM,2022-10-05,2022-11-16,Đang xử lý,nguyen.trung.uyen535@outlook.com,064195227041,5958943901,0,NV-396475,"350 Hoàng Diệu, Phường Đổng Quốc Bình, Quận Ngô Quyền, Hải Phòng","390 Lê Lợi, Phường Quang Trung, TP. Thái Nguyên, Thái Nguyên",062/857192,Online,Từ chối,2023-01-14
ADM-328450,031287857412,Đỗ Anh Sơn,0762539393,Giấy phép lái xe,UBND Quận Bình Thạnh,2023-12-20,2024-01-28,Đang xử lý,do.anh.son279@protonmail.com,031287857412,7883015786,50000,NV-543536,"439 Bà Triệu, Phường Hòa Hiệp Bắc, Quận Liên Chiểu, Đà Nẵng","446 Hai Bà Trưng, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",067/118972,Bưu điện,Từ chối,2022-02-17
ADM-421992,066368920820,Lê Hữu Long,0324849055,Ly hôn,UBND Quận Bình Thạnh,2024-11-05,2025-01-04,Từ chối,le.huu.long991@outlook.com,066368920820,5983565432,50000,NV-438750,"220 Trường Chinh, Phường Cẩm Bình, TP. Cẩm Phả, Quảng Ninh","480 Cách Mạng Tháng 8, Phường Rạch Sỏi, TP. Rạch Giá, Kiên Giang",038/448569,Online,Từ chối,2024-01-12
ADM-111293,022294744883,Bùi Quốc Thảo,0911798646,Chứng minh nhân dân,Sở Tư pháp Hà Nội,2022-06-24,2022-08-06,Hoàn thành,bui.quoc.thao884@hotmail.com,022294744883,3986234294,100000,NV-661232,"364 Nam Kỳ Khởi Nghĩa, Phường Trần Phú, TP. Hải Dương, Hải Dương","305 Đinh Tiên Hoàng, Phường Hàng Bồ, Quận Hoàn Kiếm, Hà Nội",008/416873,Online,Từ chối,2023-09-29
ADM-805274,015079509014,Ngô Thanh Phúc,0394013747,Đăng ký kết hôn,UBND Quận 1,2021-03-07,2021-04-27,Từ chối,ngo.thanh.phuc691@yahoo.com,015079509014,5308674184,0,NV-626277,"108 Nguyễn Văn Cừ, Phường Phú Cường, TP. Thủ Dầu Một, Bình Dương","249 Phan Đình Phùng, Phường Phú Thọ Hòa, Quận Tân Bình, TP. Hồ Chí Minh",027/531957,Bưu điện,Từ chối,2023-08-20
ADM-525900,004061537826,Vũ Anh Bình,0862245033,Khai tử,Sở Kế hoạch và Đầu tư Hà Nội,2024-04-27,2024-05-24,Hoàn thành,vu.anh.binh208@yahoo.com,004061537826,1275062456,200000,NV-128362,"18 Lý Thường Kiệt, Phường Cao Thắng, TP. Hạ Long, Quảng Ninh","317 Đinh Tiên Hoàng, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng",086/889964,Trực tiếp,Từ chối,2024-09-21
ADM-269763,046072099696,Ngô Văn Tâm,0965713714,Chứng minh nhân dân,Sở Tư pháp Hà Nội,2022-07-26,2022-09-11,Từ chối,ngo.van.tam780@yahoo.com,046072099696,3556625798,50000,NV-714270,"35 Nam Kỳ Khởi Nghĩa, Phường Lê Thanh Nghị, TP. Hải Dương, Hải Dương","17 Phan Đình Phùng, Phường Hoàng Văn Thụ, TP. Thái Nguyên, Thái Nguyên",022/336320,Online,Chấp thuận,2022-08-10
ADM-281381,024265037499,Đỗ Thanh Bình,0963154216,Hộ chiếu,UBND Quận Bình Thạnh,2022-11-05,2022-11-17,Đang xử lý,do.thanh.binh36@protonmail.com,024265037499,4742401661,100000,NV-316626,"458 Lý Thường Kiệt, Xã Đặng Cương, Huyện An Dương, Hải Phòng","474 Võ Thị Sáu, Thị trấn Yên Viên, Huyện Gia Lâm, Hà Nội",056/470090,Qua đại lý,Từ chối,2024-06-07
ADM-483138,075298519529,Vũ Quốc Giang,0567754735,Ly hôn,Sở Tư pháp Hà Nội,2021-05-06,2021-05-28,Đang xử lý,vu.quoc.giang726@hotmail.com,075298519529,6661502391,0,NV-277522,"359 Tô Hiến Thành, Phường Túc Duyên, TP. Thái Nguyên, Thái Nguyên","465 Nguyễn Huệ, Phường Hải Châu 1, Quận Hải Châu, Đà Nẵng",052/422800,Qua đại lý,Đang xem xét,2024-08-21
ADM-905753,087296754066,Hồ Xuân Phúc,0777609652,Khai sinh,UBND Quận Bình Thạnh,2024-08-25,2024-10-20,Chờ bổ sung hồ sơ,ho.xuan.phuc776@protonmail.com,087296754066,3095185404,100000,NV-352891,"378 Lý Thường Kiệt, Phường Hồng Gai, TP. Hạ Long, Quảng Ninh","407 Đinh Tiên Hoàng, Phường Lê Mao, TP. Vinh, Nghệ An",017/437879,Online,Đang xem xét,2024-01-08
ADM-188834,012267722930,Phan Minh Tâm,0909317929,Đăng ký kết hôn,Sở Tư pháp Hà Nội,2024-03-17,2024-04-11,Chờ bổ sung hồ sơ,phan.minh.tam703@hotmail.com,012267722930,8402177113,200000,NV-812674,"224 Đinh Tiên Hoàng, Phường Đông Thành, TP. Ninh Bình, Ninh Bình","365 Trần Phú, Phường 1, Quận Tân Bình, TP. Hồ Chí Minh",056/806143,Qua đại lý,Chấp thuận,2023-05-01
ADM-967688,006376573584,Trần Phương Mai,0326123757,Khai tử,UBND Quận Bình Thạnh,2021-05-14,2021-05-22,Từ chối,tran.phuong.mai981@protonmail.com,006376573584,3443085768,200000,NV-458119,"74 Đinh Tiên Hoàng, Xã Bình Trị, Huyện Kiên Lương, Kiên Giang","494 Nam Kỳ Khởi Nghĩa, Phường An Phú, Huyện Thuận An, Bình Dương",094/675636,Bưu điện,Chấp thuận,2023-02-12
ADM-883729,079164497447,Phạm Minh Thảo,0394899487,Giấy phép lái xe,UBND Quận Bình Thạnh,2024-01-30,2024-03-25,Hoàn thành,pham.minh.thao685@gmail.com,079164497447,3086234452,200000,NV-703121,"174 Lý Thường Kiệt, Phường Quảng Tiến, TP. Sầm Sơn, Thanh Hóa","361 Hoàng Văn Thụ, Phường An Bình, TP. Rạch Giá, Kiên Giang",091/517084,Qua đại lý,Từ chối,2022-06-28
ADM-509882,022068715502,Vũ Phương Châu,0969355569,Đăng ký kết hôn,Sở Kế hoạch và Đầu tư Hà Nội,2024-09-11,2024-10-23,Hoàn thành,vu.phuong.chau590@gmail.com,022068715502,6970789727,0,NV-330685,"354 Hai Bà Trưng, Xã Trường Yên, Huyện Hoa Lư, Ninh Bình","90 Hoàng Diệu, Xã Phú Cường, Huyện Đại Từ, Thái Nguyên",070/760838,Trực tiếp,Chấp thuận,2023-04-02
ADM-660221,025081188066,Bùi Minh Nam,0945812321,Khai tử,Sở Kế hoạch và Đầu tư Hà Nội,2024-06-14,2024-07-06,Từ chối,bui.minh.nam941@outlook.com,025081188066,3755748531,0,NV-734148,"63 Võ Thị Sáu, Phường Xuân Thanh, TP. Long Khánh, Đồng Nai","279 Nguyễn Trãi, Phường Bến Nghé, Quận 1, TP. Hồ Chí Minh",070/210954,Online,Đang xem xét,2022-04-02
ADM-163134,067272396891,Lý Thanh Lan,0397696996,Hộ chiếu,UBND Quận Bình Thạnh,2024-03-25,2024-05-10,Hoàn thành,ly.thanh.lan421@hotmail.com,067272396891,6718920890,200000,NV-491015,"290 Nam Kỳ Khởi Nghĩa, Xã Dũng Liệt, Huyện Yên Phong, Bắc Ninh","146 Tô Hiến Thành, Phường Nghi Hòa, TX. Cửa Lò, Nghệ An",083/998398,Trực tiếp,Chấp thuận,2022-06-28
ADM-614861,060187900904,Đỗ Hữu Bình,0846029822,Đăng ký kết hôn,UBND Quận 1,2023-10-09,2023-11-27,Đang xử lý,do.huu.binh534@protonmail.com,060187900904,3857630056,0,NV-490307,"5 Trần Phú, Xã Đặng Cương, Huyện An Dương, Hải Phòng","212 Trường Chinh, Phường Hòa Quý, Quận Ngũ Hành Sơn, Đà Nẵng",004/420063,Qua đại lý,Từ chối,2024-09-24
ADM-116311,087275938494,Lê Văn Tâm,0937856169,Chứng minh nhân dân,UBND Quận Bình Thạnh,2024-12-15,2025-01-26,Từ chối,le.van.tam651@gmail.com,087275938494,5710662855,100000,NV-238087,"289 Đinh Tiên Hoàng, Xã Bắc Sơn, Huyện Trảng Bom, Đồng Nai","307 Phạm Văn Đồng, Phường Quang Trung, TP. Thái Nguyên, Thái Nguyên",011/362933,Qua đại lý,Đang xem xét,2022-02-19
ADM-309383,036269010539,Dương Thành Hùng,0708232520,Đăng ký kết hôn,UBND TP. Hà Nội,2021-11-25,2021-12-18,Hoàn thành,duong.thanh.hung260@gmail.com,036269010539,1771808098,100000,NV-425600,"162 Điện Biên Phủ, Phường Văn An, TP. Chí Linh, Hải Dương","170 Nguyễn Văn Cừ, Phường Cẩm Trung, TP. Cẩm Phả, Quảng Ninh",046/708355,Qua đại lý,Từ chối,2024-09-08
ADM-197466,015203837136,Ngô Anh Xuân,0913562245,Ly hôn,UBND Quận 1,2023-02-02,2023-02-18,Đang xử lý,ngo.anh.xuan126@protonmail.com,015203837136,4595817029,100000,NV-555787,"462 Hai Bà Trưng, Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội","361 Nam Kỳ Khởi Nghĩa, Thị trấn Tân Túc, Huyện Bình Chánh, TP. Hồ Chí Minh",062/775124,Trực tiếp,Từ chối,2023-12-12
ADM-719222,092002994458,Hồ Anh Bình,0844246269,Ly hôn,UBND TP. Hà Nội,2024-10-17,2024-10-28,Hoàn thành,ho.anh.binh937@protonmail.com,092002994458,3522578282,200000,NV-612235,"328 Võ Thị Sáu, Phường Trường Sơn, TP. Sầm Sơn, Thanh Hóa","105 Bà Triệu, Xã Hoằng Phú, Huyện Hoằng Hóa, Thanh Hóa",086/249912,Online,Chấp thuận,2024-05-18
ADM-260754,040170601999,Trần Minh Quân,0362697049,Chứng minh nhân dân,UBND Huyện Gia Lâm,2024-09-28,2024-10-06,Đang xử lý,tran.minh.quan462@hotmail.com,040170601999,9357373137,200000,NV-548426,"352 Cách Mạng Tháng 8, Phường Thạch Thang, Quận Hải Châu, Đà Nẵng","159 Nguyễn Huệ, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng",064/961796,Bưu điện,Từ chối,2024-06-10
ADM-506626,046063470962,Dương Xuân Thảo,0562030132,Đăng ký kết hôn,UBND Quận Bình Thạnh,2024-12-05,2024-12-25,Hoàn thành,duong.xuan.thao908@yahoo.com,046063470962,5206168380,50000,NV-329555,"28 Cách Mạng Tháng 8, Xã Hợp Tiến, Huyện Nam Sách, Hải Dương","462 Võ Thị Sáu, Phường Quang Trung, TP. Vinh, Nghệ An",002/382093,Bưu điện,Chấp thuận,2022-11-03
ADM-772066,034266500533,Hoàng Anh Nam,0979973785,Chứng minh nhân dân,UBND Quận Bình Thạnh,2022-03-06,2022-04-24,Đang xử lý,hoang.anh.nam393@outlook.com,034266500533,9726060489,0,NV-824747,"49 Lê Lợi, Phường Trần Phú, TP. Hải Dương, Hải Dương","278 Võ Thị Sáu, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội",086/803590,Trực tiếp,Chấp thuận,2022-01-19
ADM-672905,082274729047,Vũ Thành Việt,0968804231,Khai sinh,Sở Tư pháp TP.HCM,2023-03-10,2023-04-03,Hoàn thành,vu.thanh.viet944@yahoo.com,082274729047,8089508756,200000,NV-453810,"94 Phan Đình Phùng, Xã Sông Trầu, Huyện Trảng Bom, Đồng Nai","440 Nguyễn Văn Cừ, Phường Suối Hoa, TP. Bắc Ninh, Bắc Ninh",070/840132,Trực tiếp,Đang xem xét,2023-05-16
ADM-466414,092094119181,Lê Minh Long,0826084343,Khai sinh,Sở Tư pháp TP.HCM,2021-07-07,2021-08-02,Hoàn thành,le.minh.long758@outlook.com,092094119181,5908587373,200000,NV-610003,"468 Phan Đình Phùng, Phường Thanh Bình, TP. Ninh Bình, Ninh Bình","465 Phan Đình Phùng, Xã Hoằng Đạo, Huyện Hoằng Hóa, Thanh Hóa",074/936460,Online,Từ chối,2023-12-02
ADM-186108,010382686774,Hoàng Thành Châu,0792489007,Hộ chiếu,UBND Quận Hoàn Kiếm,2021-06-23,2021-08-04,Chờ bổ sung hồ sơ,hoang.thanh.chau421@protonmail.com,010382686774,9680466064,200000,NV-794012,"470 Phạm Văn Đồng, Xã Yên Trung, Huyện Yên Phong, Bắc Ninh","462 Lý Thường Kiệt, Phường Dương Đông, TP. Phú Quốc, Kiên Giang",026/905532,Bưu điện,Chấp thuận,2022-03-06
ADM-486174,067262396929,Đặng Văn Toàn,0929652448,Đăng ký kết hôn,UBND TP. Hà Nội,2022-08-01,2022-09-15,Chờ bổ sung hồ sơ,dang.van.toan119@outlook.com,067262396929,6511141956,200000,NV-832219,"391 Bà Triệu, Xã Hương Xuân, TX. Hương Trà, Thừa Thiên Huế","12 Nguyễn Huệ, Phường Hòa Hiệp Bắc, Quận Liên Chiểu, Đà Nẵng",089/505143,Qua đại lý,Từ chối,2023-05-03
ADM-846204,095398578309,Trần Thùy Uyên,0886392498,Khai sinh,UBND Quận Bình Thạnh,2022-03-28,2022-05-27,Từ chối,tran.thuy.uyen871@yahoo.com,095398578309,7586921351,50000,NV-957283,"105 Trần Phú, Phường Đông Ngàn, TP. Từ Sơn, Bắc Ninh","449 Phạm Văn Đồng, Xã Vĩnh Lộc A, Huyện Bình Chánh, TP. Hồ Chí Minh",084/369271,Qua đại lý,Chấp thuận,2023-01-28
ADM-402444,068274999139,Phạm Thanh Toàn,0774696654,Khai tử,Sở Tư pháp TP.HCM,2022-11-14,2022-12-31,Chờ bổ sung hồ sơ,pham.thanh.toan666@gmail.com,068274999139,5620157012,100000,NV-256051,"82 Nam Kỳ Khởi Nghĩa, Xã Đại Đồng, Huyện Văn Lâm, Hưng Yên","182 Lê Lợi, Phường Long Tuyền, Quận Bình Thủy, Cần Thơ",006/680384,Trực tiếp,Chấp thuận,2022-08-15
